dx,dy,mode
604.4,5.7,1
646.2,-6.7,1
543.8,-33.2,1
342.4,-37.1,1
83.7,-95.8,1
-330.7,-132.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-630.7,246.8,1
-376.0,239.9,1
-207.4,227.9,1
-3.0,177.5,1
248.8,44.7,1
521.8,-119.7,1
680.3,-270.6,1
596.4,-338.8,1
342.5,-315.9,1
0.0,0.0,1
-27.7,-306.2,1
-175.0,-279.0,1
-210.7,-240.6,1
-129.8,-101.3,1
-33.5,76.5,1
152.2,203.5,1
354.6,259.0,1
458.5,217.1,1
411.0,151.0,1
259.7,117.6,1
56.6,76.7,1
-243.3,3.3,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-331.5,-113.0,1
-196.1,-102.5,1
-83.3,-88.4,1
66.2,-38.3,1
232.5,-6.5,1
289.6,3.5,1
207.0,3.5,1
50.4,-8.6,1
-169.4,-8.3,1
-407.7,-22.3,1
-572.8,-46.0,1
-520.6,-21.4,1
-323.4,-13.1,1
-21.9,53.6,1
326.2,82.2,1
0.0,0.0,1
0.0,0.0,1
349.7,25.6,1
0.0,0.0,1
214.9,13.0,1
102.4,20.4,1
